,Title,Topic Label,Accetpance,Difficulty,Frequency
1620,1620. Coordinate With Maximum Network Quality,"['Array', 'Enumeration']",37.7%,Medium,0%;
1621,1621. Number of Sets of K Non-Overlapping Line Segments,"['Math', 'Dynamic Programming']",42.3%,Medium,33.8438%;
1622,1622. Fancy Sequence,"['Math', 'Design', 'Segment Tree']",16.1%,Hard,33.6722%;
1623,1623. All Valid Triplets That Can Represent a Country,['Database'],86.8%,Easy,0%;
1624,1624. Largest Substring Between Two Equal Characters,"['Hash Table', 'String']",59.1%,Easy,20.0412%;
1625,1625. Lexicographically Smallest String After Applying Operations,"['String', 'Breadth-First Search']",65.5%,Medium,30.1546%;
1626,1626. Best Team With No Conflicts,"['Array', 'Dynamic Programming', 'Sorting']",51.2%,Medium,84.509%;
1627,1627. Graph Connectivity With Threshold,"['Array', 'Math', 'Union Find']",46.2%,Hard,24.6832%;
1628,1628. Design an Expression Tree With Evaluate Function,"['Math', 'Stack', 'Tree', '2+']",82.8%,Medium,42.1439%;
1629,1629. Slowest Key,"['Array', 'String']",59.2%,Easy,26.3178%;
1630,1630. Arithmetic Subarrays,"['Array', 'Sorting']",80.3%,Medium,22.6815%;
1631,1631. Path With Minimum Effort,"['Array', 'Binary Search', '5+']",55.6%,Medium,25.8983%;
1632,1632. Rank Transform of a Matrix,"['Array', 'Greedy', 'Union Find', '3+']",40.9%,Hard,0%;
1633,1633. Percentage of Users Attended a Contest,['Database'],66.9%,Easy,0%;
1634,1634. Add Two Polynomials Represented as Linked Lists,"['Linked List', 'Math', 'Two Pointers']",54.4%,Medium,21.7064%;
1635,1635. Hopper Company Queries I,['Database'],51.0%,Hard,0%;
1636,1636. Sort Array by Increasing Frequency,"['Array', 'Hash Table', 'Sorting']",69.5%,Easy,61.2479%;
1637,1637. Widest Vertical Area Between Two Points Containing No Points,"['Array', 'Sorting']",84.4%,Medium,21.7064%;
1638,1638. Count Substrings That Differ by One Character,"['Hash Table', 'String', '1+']",71.4%,Medium,27.995%;
1639,1639. Number of Ways to Form a Target String Given a Dictionary,"['Array', 'String', 'Dynamic Programming']",43.3%,Hard,78.6478%;
1640,1640. Check Array Formation Through Concatenation,"['Array', 'Hash Table']",56.2%,Easy,10.7775%;
1641,1641. Count Sorted Vowel Strings,"['Math', 'Dynamic Programming', '1+']",77.4%,Medium,39.7209%;
1642,1642. Furthest Building You Can Reach,"['Array', 'Greedy', 'Heap (Priority Queue)']",48.3%,Medium,55.646%;
1643,1643. Kth Smallest Instructions,"['Array', 'Math', '2+']",47.0%,Hard,37.6083%;
1644,1644. Lowest Common Ancestor of a Binary Tree II,"['Tree', 'Depth-First Search', 'Binary Tree']",59.9%,Medium,18.1128%;
1645,1645. Hopper Company Queries II,['Database'],38.9%,Hard,0%;
1646,1646. Get Maximum in Generated Array,"['Array', 'Dynamic Programming', '1+']",50.2%,Easy,23.5191%;
1647,1647. Minimum Deletions to Make Character Frequencies Unique,"['Hash Table', 'String', 'Greedy', '1+']",59.1%,Medium,59.6047%;
1648,1648. Sell Diminishing-Valued Colored Balls,"['Array', 'Math', 'Binary Search', '3+']",30.4%,Medium,35.377%;
1649,1649. Create Sorted Array through Instructions,"['Array', 'Binary Search', '5+']",37.3%,Hard,33.3729%;
1650,1650. Lowest Common Ancestor of a Binary Tree III,"['Hash Table', 'Tree', 'Binary Tree']",77.4%,Medium,50.921%;
1651,1651. Hopper Company Queries III,['Database'],68.1%,Hard,0%;
1652,1652. Defuse the Bomb,['Array'],62.2%,Easy,7.14772%;
1653,1653. Minimum Deletions to Make String Balanced,"['String', 'Dynamic Programming', 'Stack']",59.1%,Medium,53.1658%;
1654,1654. Minimum Jumps to Reach Home,"['Array', 'Dynamic Programming', '1+']",29.0%,Medium,46.76%;
1655,1655. Distribute Repeating Integers,"['Array', 'Dynamic Programming', '3+']",38.9%,Hard,12.5261%;
1656,1656. Design an Ordered Stream,"['Array', 'Hash Table', 'Design', '1+']",85.3%,Easy,75.7727%;
1657,1657. Determine if Two Strings Are Close,"['Hash Table', 'String', 'Sorting']",56.3%,Medium,73.4387%;
1658,1658. Minimum Operations to Reduce X to Zero,"['Array', 'Hash Table', '3+']",37.6%,Medium,17.6292%;
1659,1659. Maximize Grid Happiness,"['Dynamic Programming', '3+']",38.2%,Hard,0%;
1660,1660. Correct a Binary Tree,"['Hash Table', 'Tree', '3+']",72.5%,Medium,30.1546%;
1661,1661. Average Time of Process per Machine,['Database'],78.5%,Easy,0%;
1662,1662. Check If Two String Arrays are Equivalent,"['Array', 'String']",83.4%,Easy,47.0389%;
1663,1663. Smallest String With A Given Numeric Value,"['String', 'Greedy']",66.8%,Medium,19.4164%;
1664,1664. Ways to Make a Fair Array,"['Array', 'Dynamic Programming']",63.5%,Medium,37.9803%;
1665,1665. Minimum Initial Energy to Finish Tasks,"['Array', 'Greedy', 'Sorting']",56.3%,Hard,26.561%;
1666,1666. Change the Root of a Binary Tree,"['Tree', 'Depth-First Search', 'Binary Tree']",73.1%,Medium,0%;
1667,1667. Fix Names in a Table,['Database'],65.3%,Easy,20.7471%;
1668,1668. Maximum Repeating Substring,"['String', 'String Matching']",39.5%,Easy,26.561%;
1669,1669. Merge In Between Linked Lists,['Linked List'],73.8%,Medium,28.4978%;
1670,1670. Design Front Middle Back Queue,"['Array', 'Linked List', 'Design', '2+']",57.3%,Medium,17.1707%;
1671,1671. Minimum Number of Removals to Make Mountain Array,"['Array', 'Binary Search', '2+']",42.5%,Hard,37.7722%;
1672,1672. Richest Customer Wealth,"['Array', 'Matrix']",87.9%,Easy,72.5963%;
1673,1673. Find the Most Competitive Subsequence,"['Array', 'Stack', 'Greedy', '1+']",49.3%,Medium,39.0043%;
1674,1674. Minimum Moves to Make Array Complementary,"['Array', 'Hash Table', 'Prefix Sum']",38.6%,Medium,33.3729%;
1675,1675. Minimize Deviation in Array,"['Array', 'Greedy', '2+']",54.8%,Hard,66.9224%;
1676,1676. Lowest Common Ancestor of a Binary Tree IV,"['Tree', 'Depth-First Search', 'Binary Tree']",79.5%,Medium,0%;
1677,1677. Product's Worth Over Invoices,['Database'],38.4%,Easy,0%;
1678,1678. Goal Parser Interpretation,['String'],86.6%,Easy,21.7064%;
1679,1679. Max Number of K-Sum Pairs,"['Array', 'Hash Table', 'Two Pointers', '1+']",57.3%,Medium,35.8707%;
1680,1680. Concatenation of Consecutive Binary Numbers,"['Math', 'Bit Manipulation', 'Simulation']",57.0%,Medium,84.416%;
1681,1681. Minimum Incompatibility,"['Array', 'Dynamic Programming', '2+']",37.4%,Hard,0%;
1682,1682. Longest Palindromic Subsequence II,"['String', 'Dynamic Programming']",49.6%,Medium,0%;
1683,1683. Invalid Tweets,['Database'],90.7%,Easy,0%;
1684,1684. Count the Number of Consistent Strings,"['Array', 'Hash Table', 'String', '1+']",82.2%,Easy,2.43658%;
1685,1685. Sum of Absolute Differences in a Sorted Array,"['Array', 'Math', 'Prefix Sum']",63.8%,Medium,33.4107%;
1686,1686. Stone Game VI,"['Array', 'Math', 'Greedy', '3+']",54.8%,Medium,32.809%;
1687,1687. Delivering Boxes from Storage to Ports,"['Array', 'Dynamic Programming', '4+']",38.8%,Hard,45.1464%;
1688,1688. Count of Matches in Tournament,"['Math', 'Simulation']",83.2%,Easy,27.8817%;
1689,1689. Partitioning Into Minimum Number Of Deci-Binary Numbers,"['String', 'Greedy']",89.3%,Medium,35.9111%;
1690,1690. Stone Game VII,"['Array', 'Math', '2+']",58.2%,Medium,14.194%;
1691,1691. Maximum Height by Stacking Cuboids,"['Array', 'Dynamic Programming', 'Sorting']",54.3%,Hard,31.215%;
1692,1692. Count Ways to Distribute Candies,['Dynamic Programming'],62.2%,Hard,39.1672%;
1693,1693. Daily Leads and Partners,['Database'],88.4%,Easy,6.28396%;
1694,1694. Reformat Phone Number,['String'],65.0%,Easy,0%;
1695,1695. Maximum Erasure Value,"['Array', 'Hash Table', 'Sliding Window']",57.6%,Medium,26.0602%;
1696,1696. Jump Game VI,"['Array', 'Dynamic Programming', '4+']",46.1%,Medium,56.5328%;
1697,1697. Checking Existence of Edge Length Limited Paths,"['Array', 'Union Find', 'Graph', '1+']",50.7%,Hard,0%;
1698,1698. Number of Distinct Substrings in a String,"['String', 'Trie', 'Rolling Hash', '2+']",63.5%,Medium,39.1672%;
1699,1699. Number of Calls Between Two Persons,['Database'],83.1%,Medium,11.2655%;
1700,1700. Number of Students Unable to Eat Lunch,"['Array', 'Stack', 'Queue', '1+']",68.6%,Easy,26.0449%;
1701,1701. Average Waiting Time,"['Array', 'Simulation']",62.6%,Medium,23.8549%;
1702,1702. Maximum Binary String After Change,"['String', 'Greedy']",46.3%,Medium,23.8549%;
1703,1703. Minimum Adjacent Swaps for K Consecutive Ones,"['Array', 'Greedy', 'Sliding Window', '1+']",42.3%,Hard,60.7791%;
1704,1704. Determine if String Halves Are Alike,"['String', 'Counting']",77.8%,Easy,64.2123%;
1705,1705. Maximum Number of Eaten Apples,"['Array', 'Greedy', 'Heap (Priority Queue)']",38.0%,Medium,40.7349%;
1706,1706. Where Will the Ball Fall,"['Array', 'Dynamic Programming', '3+']",71.5%,Medium,64.0149%;
1707,1707. Maximum XOR With an Element From Array,"['Array', 'Bit Manipulation', 'Trie']",44.8%,Hard,14.194%;
1708,1708. Largest Subarray Length K,"['Array', 'Greedy']",63.9%,Easy,0%;
1709,1709. Biggest Window Between Visits,['Database'],75.8%,Medium,12.0454%;
1710,1710. Maximum Units on a Truck,"['Array', 'Greedy', 'Sorting']",73.8%,Easy,56.8671%;
1711,1711. Count Good Meals,"['Array', 'Hash Table']",29.2%,Medium,8.81463%;
1712,1712. Ways to Split Array Into Three Subarrays,"['Array', 'Two Pointers', '2+']",32.6%,Medium,35.8983%;
1713,1713. Minimum Operations to Make a Subsequence,"['Array', 'Hash Table', '2+']",48.9%,Hard,48.4923%;
1714,1714. Sum Of Special Evenly-Spaced Elements In Array,"['Array', 'Dynamic Programming']",49.1%,Hard,0%;
1715,1715. Count Apples and Oranges,['Database'],76.3%,Medium,0%;
1716,1716. Calculate Money in Leetcode Bank,['Math'],66.1%,Easy,13.4063%;
1717,1717. Maximum Score From Removing Substrings,"['String', 'Stack', 'Greedy']",46.2%,Medium,14.194%;
1718,1718. Construct the Lexicographically Largest Valid Sequence,"['Array', 'Backtracking']",52.0%,Medium,63.576%;
1719,1719. Number Of Ways To Reconstruct A Tree,"['Tree', 'Graph']",43.7%,Hard,48.4923%;
1720,1720. Decode XORed Array,"['Array', 'Bit Manipulation']",85.8%,Easy,35.204%;
1721,1721. Swapping Nodes in a Linked List,"['Linked List', 'Two Pointers']",67.2%,Medium,49.5615%;
1722,1722. Minimize Hamming Distance After Swap Operations,"['Array', 'Depth-First Search', 'Union Find']",48.7%,Medium,37.6083%;
1723,1723. Find Minimum Time to Finish All Jobs,"['Array', 'Dynamic Programming', '3+']",42.5%,Hard,57.4424%;
1724,1724. Checking Existence of Edge Length Limited Paths II,"['Union Find', 'Graph', '1+']",52.5%,Hard,0%;
1725,1725. Number Of Rectangles That Can Form The Largest Square,['Array'],78.7%,Easy,5.31554%;
1726,1726. Tuple with Same Product,"['Array', 'Hash Table']",60.8%,Medium,34.9753%;
1727,1727. Largest Submatrix With Rearrangements,"['Array', 'Greedy', 'Sorting', '1+']",61.2%,Medium,29.3886%;
1728,1728. Cat and Mouse II,"['Array', 'Math', '6+']",39.9%,Hard,39.1672%;
1729,1729. Find Followers Count,['Database'],71.2%,Easy,0.795423%;
1730,1730. Shortest Path to Get Food,"['Array', 'Breadth-First Search', 'Matrix']",54.1%,Medium,44.1052%;
1731,1731. The Number of Employees Which Report to Each Employee,['Database'],49.5%,Easy,16.7825%;
1732,1732. Find the Highest Altitude,"['Array', 'Prefix Sum']",78.9%,Easy,29.9799%;
1733,1733. Minimum Number of People to Teach,"['Array', 'Greedy']",41.9%,Medium,25.1229%;
1734,1734. Decode XORed Permutation,"['Array', 'Bit Manipulation']",63.0%,Medium,0%;
1735,1735. Count Ways to Make Array With Product,"['Array', 'Math', '3+']",50.3%,Hard,0%;
1736,1736. Latest Time by Replacing Hidden Digits,"['String', 'Greedy']",42.4%,Easy,0%;
1737,1737. Change Minimum Characters to Satisfy One of Three Conditions,"['Hash Table', 'String', 'Counting', '1+']",35.3%,Medium,0%;
1738,1738. Find Kth Largest XOR Coordinate Value,"['Array', 'Divide and Conquer', '5+']",61.0%,Medium,0%;
1739,1739. Building Boxes,"['Math', 'Binary Search', 'Greedy']",52.0%,Hard,0%;
1740,1740. Find Distance in a Binary Tree,"['Hash Table', 'Tree', '3+']",69.1%,Medium,44.5955%;
1741,1741. Find Total Time Spent by Each Employee,['Database'],89.8%,Easy,31.4516%;
1742,1742. Maximum Number of Balls in a Box,"['Hash Table', 'Math', 'Counting']",73.7%,Easy,0%;
1743,1743. Restore the Array From Adjacent Pairs,"['Array', 'Hash Table']",68.6%,Medium,44.3744%;
1744,1744. Can You Eat Your Favorite Candy on Your Favorite Day?,"['Array', 'Prefix Sum']",33.0%,Medium,25.1229%;
1745,1745. Palindrome Partitioning IV,"['String', 'Dynamic Programming']",45.4%,Hard,0%;
1746,1746. Maximum Subarray Sum After One Operation,"['Array', 'Dynamic Programming']",62.3%,Medium,0%;
1747,1747. Leetflex Banned Accounts,['Database'],67.3%,Medium,16.411%;
1748,1748. Sum of Unique Elements,"['Array', 'Hash Table', 'Counting']",76.2%,Easy,34.755%;
1749,1749. Maximum Absolute Sum of Any Subarray,"['Array', 'Dynamic Programming']",58.5%,Medium,21.7064%;
1750,1750. Minimum Length of String After Deleting Similar Ends,"['Two Pointers', 'String']",43.9%,Medium,26.1833%;
1751,1751. Maximum Number of Events That Can Be Attended II,"['Array', 'Binary Search', '1+']",56.9%,Hard,23.7066%;
1752,1752. Check if Array Is Sorted and Rotated,['Array'],50.0%,Easy,60.2815%;
1753,1753. Maximum Score From Removing Stones,"['Math', 'Greedy', 'Heap (Priority Queue)']",66.6%,Medium,12.255%;
1754,1754. Largest Merge Of Two Strings,"['Two Pointers', 'String', 'Greedy']",45.8%,Medium,14.8423%;
1755,1755. Closest Subsequence Sum,"['Array', 'Two Pointers', '3+']",36.7%,Hard,22.3734%;
1756,1756. Design Most Recently Used Queue,"['Array', 'Hash Table', 'Stack', '3+']",78.5%,Medium,30.1546%;
1757,1757. Recyclable and Low Fat Products,['Database'],92.7%,Easy,43.7661%;
1758,1758. Minimum Changes To Make Alternating Binary String,['String'],58.3%,Easy,35.377%;
1759,1759. Count Number of Homogenous Substrings,"['Math', 'String']",48.4%,Medium,26.1833%;
1760,1760. Minimum Limit of Balls in a Bag,"['Array', 'Binary Search']",60.4%,Medium,28.0352%;
1761,1761. Minimum Degree of a Connected Trio in a Graph,['Graph'],41.5%,Hard,45.4669%;
1762,1762. Buildings With an Ocean View,"['Array', 'Stack', 'Monotonic Stack']",79.1%,Medium,69.0258%;
1763,1763. Longest Nice Substring,"['Hash Table', 'String', '3+']",61.6%,Easy,36.9792%;
1764,1764. Form Array by Concatenating Subarrays of Another Array,"['Array', 'Greedy', 'String Matching']",52.9%,Medium,0%;
1765,1765. Map of Highest Peak,"['Array', 'Breadth-First Search', 'Matrix']",60.2%,Medium,19.1652%;
1766,1766. Tree of Coprimes,"['Math', 'Tree', 'Depth-First Search', '1+']",39.3%,Hard,0%;
1767,1767. Find the Subtasks That Did Not Execute,['Database'],81.7%,Hard,0%;
1768,1768. Merge Strings Alternately,"['Two Pointers', 'String']",77.3%,Easy,8.87063%;
1769,1769. Minimum Number of Operations to Move All Balls to Each Box,"['Array', 'String']",85.2%,Medium,30.4717%;
1770,1770. Maximum Score from Performing Multiplication Operations,"['Array', 'Dynamic Programming']",37.3%,Hard,69.657%;
1771,1771. Maximize Palindrome Length From Subsequences,"['String', 'Dynamic Programming']",35.3%,Hard,0%;
1772,1772. Sort Features by Popularity,"['Array', 'Hash Table', 'String', '1+']",65.1%,Medium,0%;
1773,1773. Count Items Matching a Rule,"['Array', 'String']",84.4%,Easy,37.4188%;
1774,1774. Closest Dessert Cost,"['Array', 'Dynamic Programming', '1+']",47.4%,Medium,39.9269%;
1775,1775. Equal Sum Arrays With Minimum Number of Operations,"['Array', 'Hash Table', 'Greedy', '1+']",53.0%,Medium,61.0579%;
1776,1776. Car Fleet II,"['Array', 'Math', 'Stack', '2+']",53.5%,Hard,43.0099%;
1777,1777. Product's Price for Each Store,['Database'],84.2%,Easy,16.3206%;
1778,1778. Shortest Path in a Hidden Grid,"['Depth-First Search', '3+']",39.1%,Medium,0%;
1779,1779. Find Nearest Point That Has the Same X or Y Coordinate,['Array'],67.3%,Easy,22.6177%;
1780,1780. Check if Number is a Sum of Powers of Three,['Math'],65.8%,Medium,28.2872%;
1781,1781. Sum of Beauty of All Substrings,"['Hash Table', 'String', 'Counting']",60.7%,Medium,31.8191%;
1782,1782. Count Pairs Of Nodes,"['Two Pointers', 'Binary Search', 'Graph']",38.5%,Hard,0%;
1783,1783. Grand Slam Titles,['Database'],86.9%,Medium,11.5958%;
1784,1784. Check if Binary String Has at Most One Segment of Ones,['String'],40.2%,Easy,5.31554%;
1785,1785. Minimum Elements to Add to Form a Given Sum,"['Array', 'Greedy']",42.6%,Medium,0%;
1786,1786. Number of Restricted Paths From First to Last Node,"['Dynamic Programming', 'Graph', '3+']",39.3%,Medium,23.8549%;
1787,1787. Make the XOR of All Segments Equal to Zero,"['Array', 'Dynamic Programming', '1+']",39.4%,Hard,39.1672%;
1788,1788. Maximize the Beauty of the Garden,"['Array', 'Greedy', 'Prefix Sum']",66.6%,Hard,0%;
1789,1789. Primary Department for Each Employee,['Database'],79.3%,Easy,16.3206%;
1790,1790. Check if One String Swap Can Make Strings Equal,"['Hash Table', 'String', 'Counting']",45.4%,Easy,20.3678%;
1791,1791. Find Center of Star Graph,['Graph'],83.5%,Easy,19.2352%;
1792,1792. Maximum Average Pass Ratio,"['Array', 'Greedy', 'Heap (Priority Queue)']",52.3%,Medium,0%;
1793,1793. Maximum Score of a Good Subarray,"['Array', 'Two Pointers', '3+']",53.5%,Hard,48.4923%;
1794,1794. Count Pairs of Equal Substrings With Minimum Difference,"['Hash Table', 'String', 'Greedy']",65.1%,Medium,0%;
1795,1795. Rearrange Products Table,['Database'],86.9%,Easy,38.2246%;
1796,1796. Second Largest Digit in a String,"['Hash Table', 'String']",49.3%,Easy,25.8182%;
1797,1797. Design Authentication Manager,"['Hash Table', 'Design']",56.9%,Medium,29.3886%;
1798,1798. Maximum Number of Consecutive Values You Can Make,"['Array', 'Greedy']",55.6%,Medium,0%;
1799,1799. Maximize Score After N Operations,"['Array', 'Math', '5+']",46.0%,Hard,51.5342%;
1800,1800. Maximum Ascending Subarray Sum,['Array'],63.2%,Easy,5.59747%;
1801,1801. Number of Orders in the Backlog,"['Array', 'Heap (Priority Queue)', '1+']",48.2%,Medium,60.0682%;
1802,1802. Maximum Value at a Given Index in a Bounded Array,"['Binary Search', 'Greedy']",32.4%,Medium,23.7066%;
1803,1803. Count Pairs With XOR in a Range,"['Array', 'Bit Manipulation', 'Trie']",47.0%,Hard,37.6083%;
1804,1804. Implement Trie II (Prefix Tree),"['Hash Table', 'String', 'Design', '1+']",59.7%,Medium,25.5814%;
1805,1805. Number of Different Integers in a String,"['Hash Table', 'String']",36.6%,Easy,16.5253%;
1806,1806. Minimum Number of Operations to Reinitialize a Permutation,"['Array', 'Math', 'Simulation']",72.0%,Medium,0%;
1807,1807. Evaluate the Bracket Pairs of a String,"['Array', 'Hash Table', 'String']",66.6%,Medium,24.6832%;
1808,1808. Maximize Number of Nice Divisors,"['Math', 'Recursion']",31.7%,Hard,48.4923%;
1809,1809. Ad-Free Sessions,['Database'],59.1%,Easy,0%;
1810,1810. Minimum Path Cost in a Hidden Grid,"['Depth-First Search', '4+']",54.5%,Medium,0%;
1811,1811. Find Interview Candidates,['Database'],63.5%,Medium,0%;
1812,1812. Determine Color of a Chessboard Square,"['Math', 'String']",77.7%,Easy,2.56432%;
1813,1813. Sentence Similarity III,"['Array', 'Two Pointers', 'String']",33.3%,Medium,26.561%;
1814,1814. Count Nice Pairs in an Array,"['Array', 'Hash Table', 'Math', '1+']",42.0%,Medium,34.4775%;
1815,1815. Maximum Number of Groups Getting Fresh Donuts,"['Array', 'Dynamic Programming', '3+']",40.1%,Hard,39.1672%;
1816,1816. Truncate Sentence,"['Array', 'String']",82.9%,Easy,5.59747%;
