,User Name,Languages,Advanced skill,Intermediate skill,Fundamental skill,技能
829,pr3pony,"['C++', 'MySQL', 'Python3']","['Dynamic Programming', 'x43', 'Backtracking', 'x10', 'Union Find', 'x9', 'Monotonic Stack', 'x7', 'Divide and Conquer', 'x5', 'Bitmask', 'x4', 'Binary Indexed Tree', 'x4', 'Shortest Path', 'x4']","['Hash Table', 'x51', 'Math', 'x46', 'Greedy', 'x40', 'Binary Search', 'x25', 'Bit Manipulation', 'x23', 'Depth-First Search', 'x19', 'Database', 'x19', 'Breadth-First Search', 'x18']","['Array', 'x150', 'String', 'x68', 'Sorting', 'x43', 'Matrix', 'x14', 'Two Pointers', 'x14', 'Stack', 'x12', 'Queue', 'x6', 'Simulation', 'x4']",
830,rfpermen,"['C++', 'Java', 'Python3']","['Dynamic Programming', 'x145', 'Backtracking', 'x36', 'Union Find', 'x24', 'Divide and Conquer', 'x21', 'Trie', 'x19', 'Monotonic Stack', 'x15', 'Segment Tree', 'x11', 'Binary Indexed Tree', 'x10']","['Hash Table', 'x160', 'Math', 'x120', 'Greedy', 'x99', 'Depth-First Search', 'x91', 'Tree', 'x78', 'Binary Search', 'x78', 'Breadth-First Search', 'x73', 'Binary Tree', 'x66']","['Array', 'x457', 'String', 'x212', 'Sorting', 'x107', 'Two Pointers', 'x74', 'Matrix', 'x68', 'Stack', 'x51', 'Simulation', 'x43', 'Linked List', 'x39']",
831,dnialh,"['Python3', 'Python', 'C++']","['Dynamic Programming', 'x12', 'Union Find', 'x3', 'Divide and Conquer', 'x2', 'Monotonic Queue', 'x2', 'Binary Indexed Tree', 'x1', 'Segment Tree', 'x1', 'Monotonic Stack', 'x1']","['Hash Table', 'x25', 'Math', 'x18', 'Greedy', 'x16', 'Binary Search', 'x9', 'Breadth-First Search', 'x8', 'Tree', 'x5', 'Depth-First Search', 'x4', 'Sliding Window', 'x4']","['Array', 'x53', 'String', 'x16', 'Sorting', 'x15', 'Simulation', 'x7', 'Two Pointers', 'x6', 'Matrix', 'x4', 'Enumeration', 'x3', 'Stack', 'x3']",
832,AQT,"['C++', 'Python3', 'Python', 'Java']","['Dynamic Programming', 'x31', 'Divide and Conquer', 'x8', 'Backtracking', 'x5', 'Topological Sort', 'x5', 'Trie', 'x3', 'Union Find', 'x3', 'Bitmask', 'x2', 'Quickselect', 'x2']","['Hash Table', 'x25', 'Greedy', 'x25', 'Math', 'x23', 'Binary Search', 'x19', 'Bit Manipulation', 'x14', 'Depth-First Search', 'x9', 'Breadth-First Search', 'x8', 'Graph', 'x7']","['Array', 'x97', 'String', 'x29', 'Sorting', 'x19', 'Matrix', 'x14', 'Two Pointers', 'x10', 'Simulation', 'x5', 'Stack', 'x4', 'Linked List', 'x4']",
833,nhho,"['C++', 'Python', 'Python3', 'MySQL', 'C']","['Dynamic Programming', 'x73', 'Backtracking', 'x15', 'Union Find', 'x10', 'Divide and Conquer', 'x6', 'Trie', 'x6', 'Monotonic Stack', 'x6', 'Rolling Hash', 'x4', 'Bitmask', 'x4']","['Hash Table', 'x74', 'Math', 'x57', 'Depth-First Search', 'x46', 'Breadth-First Search', 'x41', 'Greedy', 'x39', 'Tree', 'x36', 'Binary Tree', 'x27', 'Binary Search', 'x26']","['Array', 'x203', 'String', 'x91', 'Sorting', 'x44', 'Matrix', 'x32', 'Simulation', 'x22', 'Stack', 'x14', 'Two Pointers', 'x14', 'Enumeration', 'x8']",
834,tonylukamumu,"['C++', 'C#', 'Java', 'MS SQL Server', 'MySQL', 'JavaScript', 'Python3']","['Dynamic Programming', 'x184', 'Backtracking', 'x51', 'Union Find', 'x33', 'Trie', 'x25', 'Divide and Conquer', 'x24', 'Monotonic Stack', 'x22', 'Game Theory', 'x14', 'Bitmask', 'x14']","['Hash Table', 'x246', 'Math', 'x226', 'Depth-First Search', 'x135', 'Greedy', 'x125', 'Breadth-First Search', 'x114', 'Binary Search', 'x108', 'Tree', 'x106', 'Binary Tree', 'x94']","['Array', 'x639', 'String', 'x285', 'Sorting', 'x145', 'Two Pointers', 'x103', 'Matrix', 'x102', 'Stack', 'x76', 'Linked List', 'x54', 'Simulation', 'x49']",
835,sammochen,"['C++', 'Python3', 'Python', 'MySQL', 'Java', 'Bash']","['Dynamic Programming', 'x383', 'Backtracking', 'x89', 'Union Find', 'x66', 'Monotonic Stack', 'x41', 'Trie', 'x40', 'Divide and Conquer', 'x38', 'Bitmask', 'x35', 'Segment Tree', 'x26']","['Hash Table', 'x415', 'Math', 'x380', 'Greedy', 'x256', 'Depth-First Search', 'x248', 'Breadth-First Search', 'x200', 'Tree', 'x195', 'Binary Search', 'x192', 'Binary Tree', 'x161']","['Array', 'x1183', 'String', 'x567', 'Sorting', 'x272', 'Matrix', 'x171', 'Two Pointers', 'x155', 'Stack', 'x125', 'Simulation', 'x103', 'Linked List', 'x67']",
836,__declspec,"['C++', 'Python3', 'C', 'Python', 'MySQL']","['Dynamic Programming', 'x132', 'Backtracking', 'x23', 'Union Find', 'x19', 'Divide and Conquer', 'x17', 'Trie', 'x15', 'Monotonic Stack', 'x14', 'Binary Indexed Tree', 'x11', 'Topological Sort', 'x10']","['Hash Table', 'x150', 'Math', 'x111', 'Greedy', 'x94', 'Depth-First Search', 'x67', 'Binary Search', 'x65', 'Tree', 'x55', 'Breadth-First Search', 'x53', 'Bit Manipulation', 'x50']","['Array', 'x420', 'String', 'x186', 'Sorting', 'x95', 'Two Pointers', 'x52', 'Simulation', 'x49', 'Matrix', 'x44', 'Stack', 'x40', 'Linked List', 'x23']",
837,Dymonchyk,"['C++', 'Kotlin', 'Java']","['Dynamic Programming', 'x50', 'Backtracking', 'x14', 'Monotonic Stack', 'x10', 'Union Find', 'x8', 'Trie', 'x7', 'Divide and Conquer', 'x6', 'Game Theory', 'x4', 'Data Stream', 'x3']","['Hash Table', 'x62', 'Math', 'x45', 'Depth-First Search', 'x40', 'Breadth-First Search', 'x31', 'Greedy', 'x30', 'Binary Search', 'x30', 'Tree', 'x27', 'Binary Tree', 'x25']","['Array', 'x160', 'String', 'x75', 'Sorting', 'x38', 'Two Pointers', 'x34', 'Stack', 'x31', 'Matrix', 'x30', 'Linked List', 'x25', 'Simulation', 'x16']",
838,aropan,"['C++', 'Python3', 'Python', 'Bash']","['Dynamic Programming', 'x63', 'Divide and Conquer', 'x12', 'Union Find', 'x11', 'Backtracking', 'x10', 'Topological Sort', 'x8', 'Game Theory', 'x7', 'Segment Tree', 'x7', 'Monotonic Stack', 'x7']","['Math', 'x76', 'Hash Table', 'x68', 'Greedy', 'x54', 'Binary Search', 'x37', 'Depth-First Search', 'x35', 'Tree', 'x26', 'Breadth-First Search', 'x23', 'Bit Manipulation', 'x23']","['Array', 'x188', 'String', 'x89', 'Sorting', 'x38', 'Matrix', 'x26', 'Two Pointers', 'x24', 'Stack', 'x17', 'Simulation', 'x12', 'Linked List', 'x12']",
839,AntonRaichuk,['C++'],"['Dynamic Programming', 'x30', 'Union Find', 'x5', 'Binary Indexed Tree', 'x3', 'Monotonic Stack', 'x3', 'Backtracking', 'x2', 'Divide and Conquer', 'x2', 'Segment Tree', 'x2', 'Monotonic Queue', 'x2']","['Hash Table', 'x55', 'Math', 'x35', 'Greedy', 'x31', 'Binary Search', 'x21', 'Graph', 'x14', 'Breadth-First Search', 'x14', 'Tree', 'x13', 'Depth-First Search', 'x13']","['Array', 'x117', 'String', 'x47', 'Sorting', 'x34', 'Simulation', 'x17', 'Two Pointers', 'x15', 'Matrix', 'x13', 'Stack', 'x8', 'Enumeration', 'x7']",
840,996yyds,"['C++', 'Java', 'Python3']","['Backtracking', 'x1', 'Quickselect', 'x1', 'Dynamic Programming', 'x1', 'Divide and Conquer', 'x1', 'Topological Sort', 'x1']","['Hash Table', 'x15', 'Greedy', 'x5', 'Math', 'x5', 'Ordered Set', 'x3', 'Graph', 'x3', 'Binary Search', 'x2', 'Depth-First Search', 'x2', 'Design', 'x2']","['Array', 'x17', 'Sorting', 'x5', 'String', 'x3', 'Simulation', 'x3', 'Matrix', 'x2', 'Stack', 'x1']",
841,cai_lw,"['C++', 'Python3', 'MySQL', 'Bash', 'Java', 'MS SQL Server', 'Python', 'C']","['Dynamic Programming', 'x255', 'Backtracking', 'x62', 'Union Find', 'x49', 'Divide and Conquer', 'x32', 'Monotonic Stack', 'x29', 'Trie', 'x24', 'Topological Sort', 'x20', 'Segment Tree', 'x19']","['Hash Table', 'x286', 'Math', 'x256', 'Greedy', 'x166', 'Depth-First Search', 'x151', 'Binary Search', 'x144', 'Breadth-First Search', 'x123', 'Tree', 'x113', 'Binary Tree', 'x98']","['Array', 'x807', 'String', 'x371', 'Sorting', 'x183', 'Two Pointers', 'x121', 'Matrix', 'x110', 'Stack', 'x91', 'Simulation', 'x67', 'Linked List', 'x52']",
842,qwnjc,"['C++', 'Python', 'Java', 'C', 'MySQL', 'JavaScript', 'Bash', 'Go']","['Dynamic Programming', 'x328', 'Backtracking', 'x76', 'Union Find', 'x51', 'Divide and Conquer', 'x36', 'Monotonic Stack', 'x36', 'Trie', 'x33', 'Bitmask', 'x31', 'Topological Sort', 'x22']","['Hash Table', 'x326', 'Math', 'x326', 'Greedy', 'x207', 'Depth-First Search', 'x194', 'Breadth-First Search', 'x159', 'Binary Search', 'x156', 'Tree', 'x146', 'Binary Tree', 'x125']","['Array', 'x966', 'String', 'x461', 'Sorting', 'x215', 'Matrix', 'x143', 'Two Pointers', 'x124', 'Stack', 'x103', 'Simulation', 'x83', 'Linked List', 'x54']",
843,Felerius,"['C++', 'Python3', 'Rust']","['Dynamic Programming', 'x104', 'Union Find', 'x21', 'Backtracking', 'x19', 'Divide and Conquer', 'x17', 'Monotonic Stack', 'x14', 'Segment Tree', 'x12', 'Data Stream', 'x10', 'Trie', 'x10']","['Hash Table', 'x120', 'Math', 'x101', 'Greedy', 'x77', 'Binary Search', 'x77', 'Depth-First Search', 'x66', 'Tree', 'x55', 'Breadth-First Search', 'x54', 'Binary Tree', 'x47']","['Array', 'x393', 'String', 'x161', 'Sorting', 'x108', 'Two Pointers', 'x56', 'Matrix', 'x54', 'Stack', 'x36', 'Simulation', 'x35', 'Linked List', 'x25']",
844,riantkb,"['C#', 'C++']","['Dynamic Programming', 'x23', 'Union Find', 'x5', 'Game Theory', 'x4', 'Monotonic Stack', 'x3', 'Data Stream', 'x2', 'Rolling Hash', 'x2', 'Backtracking', 'x2', 'Bitmask', 'x2']","['Math', 'x25', 'Greedy', 'x19', 'Hash Table', 'x13', 'Binary Search', 'x11', 'Bit Manipulation', 'x11', 'Depth-First Search', 'x9', 'Breadth-First Search', 'x8', 'Graph', 'x7']","['Array', 'x77', 'String', 'x26', 'Sorting', 'x18', 'Matrix', 'x11', 'Simulation', 'x7', 'Two Pointers', 'x7', 'Stack', 'x5', 'Enumeration', 'x4']",
845,Kude,"['C++', 'Python3']","['Dynamic Programming', 'x100', 'Backtracking', 'x22', 'Union Find', 'x20', 'Bitmask', 'x15', 'Monotonic Stack', 'x13', 'Topological Sort', 'x11', 'Segment Tree', 'x10', 'Divide and Conquer', 'x9']","['Hash Table', 'x135', 'Greedy', 'x110', 'Math', 'x104', 'Binary Search', 'x65', 'Bit Manipulation', 'x47', 'Graph', 'x36', 'Depth-First Search', 'x30', 'Breadth-First Search', 'x27']","['Array', 'x406', 'String', 'x170', 'Sorting', 'x100', 'Simulation', 'x52', 'Matrix', 'x44', 'Two Pointers', 'x38', 'Stack', 'x29', 'Enumeration', 'x26']",
846,galencolin,"['C++', 'Python', 'Python3', 'Java']","['Dynamic Programming', 'x28', 'Union Find', 'x9', 'Monotonic Stack', 'x4', 'Backtracking', 'x3', 'Divide and Conquer', 'x3', 'Binary Indexed Tree', 'x3', 'Monotonic Queue', 'x3', 'Segment Tree', 'x2']","['Math', 'x50', 'Hash Table', 'x44', 'Breadth-First Search', 'x28', 'Depth-First Search', 'x27', 'Tree', 'x26', 'Binary Tree', 'x22', 'Greedy', 'x21', 'Binary Search', 'x14']","['Array', 'x130', 'String', 'x58', 'Sorting', 'x26', 'Matrix', 'x21', 'Simulation', 'x18', 'Stack', 'x10', 'Two Pointers', 'x10', 'Linked List', 'x7']",
847,physics0523,"['C++', 'C']","['Dynamic Programming', 'x17', 'Binary Indexed Tree', 'x5', 'Backtracking', 'x4', 'Segment Tree', 'x4', 'Divide and Conquer', 'x3', 'Union Find', 'x2', 'Trie', 'x1', 'Monotonic Stack', 'x1']","['Hash Table', 'x29', 'Math', 'x24', 'Binary Search', 'x22', 'Greedy', 'x19', 'Breadth-First Search', 'x13', 'Tree', 'x10', 'Depth-First Search', 'x10', 'Sliding Window', 'x7']","['Array', 'x72', 'String', 'x31', 'Sorting', 'x19', 'Simulation', 'x6', 'Matrix', 'x5', 'Two Pointers', 'x5', 'Stack', 'x4', 'Queue', 'x2']",
848,SaveVMK,['Java'],"['Dynamic Programming', 'x221', 'Union Find', 'x44', 'Backtracking', 'x42', 'Bitmask', 'x27', 'Monotonic Stack', 'x22', 'Topological Sort', 'x18', 'Game Theory', 'x14', 'Divide and Conquer', 'x14']","['Hash Table', 'x250', 'Math', 'x209', 'Greedy', 'x183', 'Binary Search', 'x117', 'Depth-First Search', 'x101', 'Breadth-First Search', 'x99', 'Bit Manipulation', 'x85', 'Tree', 'x72']","['Array', 'x765', 'String', 'x329', 'Sorting', 'x184', 'Matrix', 'x101', 'Simulation', 'x81', 'Two Pointers', 'x68', 'Stack', 'x59', 'Enumeration', 'x35']",
849,,[],,,,
850,arknave,"['C++', 'Python3', 'Java', 'Python', 'MySQL', 'Rust']","['Dynamic Programming', 'x60', 'Backtracking', 'x16', 'Union Find', 'x10', 'Divide and Conquer', 'x5', 'Monotonic Stack', 'x5', 'Game Theory', 'x4', 'Trie', 'x4', 'Binary Indexed Tree', 'x3']","['Hash Table', 'x70', 'Math', 'x65', 'Greedy', 'x39', 'Depth-First Search', 'x34', 'Tree', 'x29', 'Binary Tree', 'x28', 'Binary Search', 'x28', 'Breadth-First Search', 'x22']","['Array', 'x183', 'String', 'x94', 'Sorting', 'x39', 'Matrix', 'x23', 'Two Pointers', 'x23', 'Stack', 'x16', 'Simulation', 'x10', 'Linked List', 'x7']",
851,xaphoenix,['C++'],"['Dynamic Programming', 'x11', 'Backtracking', 'x3', 'Binary Indexed Tree', 'x2', 'Segment Tree', 'x2', 'Rolling Hash', 'x1', 'Bitmask', 'x1', 'Divide and Conquer', 'x1', 'Trie', 'x1']","['Greedy', 'x19', 'Hash Table', 'x17', 'Math', 'x16', 'Bit Manipulation', 'x6', 'Breadth-First Search', 'x4', 'Binary Search', 'x3', 'Depth-First Search', 'x3', 'Tree', 'x2']","['Array', 'x56', 'String', 'x23', 'Sorting', 'x15', 'Simulation', 'x9', 'Stack', 'x5', 'Two Pointers', 'x5', 'Matrix', 'x3', 'Enumeration', 'x3']",
852,flashmt,['C++'],"['Dynamic Programming', 'x15', 'Backtracking', 'x5', 'Monotonic Stack', 'x5', 'Topological Sort', 'x3', 'Shortest Path', 'x3', 'Game Theory', 'x2', 'Rolling Hash', 'x2', 'Divide and Conquer', 'x2']","['Hash Table', 'x29', 'Greedy', 'x24', 'Math', 'x19', 'Binary Search', 'x15', 'Graph', 'x12', 'Depth-First Search', 'x7', 'Breadth-First Search', 'x7', 'Tree', 'x6']","['Array', 'x88', 'String', 'x43', 'Sorting', 'x20', 'Simulation', 'x17', 'Two Pointers', 'x10', 'Enumeration', 'x9', 'Stack', 'x7', 'Linked List', 'x7']",
853,kotamanegi,['C++'],"['Dynamic Programming', 'x56', 'Union Find', 'x8', 'Bitmask', 'x6', 'Game Theory', 'x5', 'Backtracking', 'x5', 'Monotonic Queue', 'x4', 'Data Stream', 'x3', 'Rolling Hash', 'x3']","['Hash Table', 'x46', 'Greedy', 'x43', 'Math', 'x38', 'Bit Manipulation', 'x23', 'Depth-First Search', 'x22', 'Breadth-First Search', 'x21', 'Tree', 'x17', 'Binary Search', 'x16']","['Array', 'x145', 'String', 'x64', 'Sorting', 'x44', 'Matrix', 'x14', 'Simulation', 'x10', 'Two Pointers', 'x10', 'Stack', 'x8', 'Queue', 'x7']",
854,fjzzq2002,"['C++', 'Python3', 'Python', 'JavaScript']","['Dynamic Programming', 'x18', 'Backtracking', 'x1', 'Bitmask', 'x1', 'Divide and Conquer', 'x1', 'Union Find', 'x1', 'Topological Sort', 'x1']","['Hash Table', 'x16', 'Math', 'x12', 'Greedy', 'x10', 'Bit Manipulation', 'x8', 'Tree', 'x5', 'Depth-First Search', 'x5', 'Binary Search', 'x4', 'Breadth-First Search', 'x4']","['Array', 'x39', 'String', 'x21', 'Two Pointers', 'x7', 'Matrix', 'x6', 'Enumeration', 'x6', 'Simulation', 'x5', 'Sorting', 'x5', 'Linked List', 'x2']",
855,atf,"['Python3', 'C++', 'Python', 'Java']","['Dynamic Programming', 'x229', 'Backtracking', 'x53', 'Union Find', 'x39', 'Divide and Conquer', 'x30', 'Bitmask', 'x25', 'Monotonic Stack', 'x24', 'Trie', 'x23', 'Segment Tree', 'x15']","['Hash Table', 'x217', 'Math', 'x190', 'Greedy', 'x148', 'Depth-First Search', 'x131', 'Binary Search', 'x109', 'Breadth-First Search', 'x108', 'Tree', 'x107', 'Bit Manipulation', 'x91']","['Array', 'x662', 'String', 'x309', 'Sorting', 'x146', 'Matrix', 'x103', 'Two Pointers', 'x95', 'Stack', 'x73', 'Simulation', 'x53', 'Linked List', 'x47']",
856,c8kbf,"['C++', 'Java']","['Dynamic Programming', 'x15', 'Union Find', 'x6', 'Binary Indexed Tree', 'x3', 'Segment Tree', 'x3', 'Divide and Conquer', 'x2', 'Monotonic Stack', 'x2', 'Monotonic Queue', 'x2', 'Topological Sort', 'x2']","['Hash Table', 'x29', 'Binary Search', 'x11', 'Greedy', 'x9', 'Math', 'x9', 'Graph', 'x8', 'Breadth-First Search', 'x8', 'Depth-First Search', 'x7', 'Tree', 'x6']","['Array', 'x59', 'String', 'x20', 'Sorting', 'x15', 'Simulation', 'x8', 'Two Pointers', 'x8', 'Matrix', 'x7', 'Stack', 'x3', 'Queue', 'x3']",
857,zxyl,['C++'],"['Dynamic Programming', 'x44', 'Backtracking', 'x9', 'Monotonic Stack', 'x9', 'Divide and Conquer', 'x8', 'Union Find', 'x6', 'Bitmask', 'x5', 'Rolling Hash', 'x3', 'Quickselect', 'x3']","['Hash Table', 'x39', 'Math', 'x36', 'Greedy', 'x33', 'Binary Search', 'x20', 'Bit Manipulation', 'x16', 'Breadth-First Search', 'x14', 'Depth-First Search', 'x12', 'Tree', 'x11']","['Array', 'x129', 'String', 'x47', 'Matrix', 'x22', 'Sorting', 'x22', 'Two Pointers', 'x22', 'Stack', 'x15', 'Linked List', 'x10', 'Simulation', 'x7']",
858,mangoqwq,"['C++', 'MySQL', 'Java', 'Python3']","['Dynamic Programming', 'x14', 'Union Find', 'x2', 'Binary Indexed Tree', 'x2', 'Segment Tree', 'x2', 'Monotonic Stack', 'x2', 'Data Stream', 'x1', 'Rolling Hash', 'x1', 'Divide and Conquer', 'x1']","['Hash Table', 'x22', 'Greedy', 'x10', 'Math', 'x10', 'Tree', 'x6', 'Graph', 'x5', 'Binary Search', 'x5', 'Breadth-First Search', 'x5', 'Sliding Window', 'x5']","['Array', 'x46', 'String', 'x20', 'Sorting', 'x8', 'Simulation', 'x6', 'Matrix', 'x4', 'Stack', 'x4', 'Queue', 'x3', 'Two Pointers', 'x3']",
859,MagentaCobra,"['Java', 'Python']","['Dynamic Programming', 'x66', 'Backtracking', 'x12', 'Divide and Conquer', 'x9', 'Union Find', 'x8', 'Monotonic Stack', 'x8', 'Topological Sort', 'x8', 'Bitmask', 'x7', 'Segment Tree', 'x7']","['Hash Table', 'x75', 'Math', 'x60', 'Greedy', 'x59', 'Binary Search', 'x35', 'Depth-First Search', 'x23', 'Bit Manipulation', 'x22', 'Tree', 'x20', 'Graph', 'x20']","['Array', 'x229', 'String', 'x94', 'Sorting', 'x42', 'Matrix', 'x26', 'Simulation', 'x22', 'Two Pointers', 'x22', 'Stack', 'x16', 'Enumeration', 'x15']",
860,xyzzzzzzzz,"['Python', 'Python3', 'Java', 'C++', 'MySQL']","['Dynamic Programming', 'x228', 'Backtracking', 'x61', 'Union Find', 'x39', 'Divide and Conquer', 'x30', 'Monotonic Stack', 'x27', 'Trie', 'x26', 'Segment Tree', 'x17', 'Topological Sort', 'x17']","['Hash Table', 'x231', 'Math', 'x203', 'Depth-First Search', 'x163', 'Greedy', 'x135', 'Tree', 'x124', 'Breadth-First Search', 'x122', 'Binary Search', 'x116', 'Binary Tree', 'x108']","['Array', 'x677', 'String', 'x329', 'Sorting', 'x145', 'Two Pointers', 'x102', 'Matrix', 'x98', 'Stack', 'x83', 'Simulation', 'x57', 'Linked List', 'x54']",
861,raincoat911,"['C++', 'Java', 'Python3', 'Python', 'MySQL']","['Dynamic Programming', 'x389', 'Backtracking', 'x92', 'Union Find', 'x68', 'Monotonic Stack', 'x43', 'Divide and Conquer', 'x40', 'Trie', 'x40', 'Bitmask', 'x35', 'Segment Tree', 'x29']","['Hash Table', 'x432', 'Math', 'x393', 'Greedy', 'x273', 'Depth-First Search', 'x242', 'Binary Search', 'x204', 'Breadth-First Search', 'x197', 'Tree', 'x183', 'Binary Tree', 'x149']","['Array', 'x1235', 'String', 'x583', 'Sorting', 'x283', 'Matrix', 'x177', 'Two Pointers', 'x158', 'Stack', 'x125', 'Simulation', 'x112', 'Linked List', 'x65']",
862,coding_lord,['Java'],"['Dynamic Programming', 'x24', 'Backtracking', 'x5', 'Union Find', 'x4', 'Bitmask', 'x3', 'Divide and Conquer', 'x3', 'Binary Indexed Tree', 'x3', 'Segment Tree', 'x2', 'Data Stream', 'x1']","['Hash Table', 'x25', 'Greedy', 'x16', 'Math', 'x13', 'Binary Search', 'x11', 'Depth-First Search', 'x9', 'Tree', 'x7', 'Breadth-First Search', 'x7', 'Design', 'x7']","['Array', 'x76', 'String', 'x34', 'Sorting', 'x17', 'Matrix', 'x11', 'Simulation', 'x6', 'Enumeration', 'x6', 'Two Pointers', 'x5', 'Stack', 'x4']",
863,sylxjtu,"['C++', 'Python3', 'Rust', 'Java', 'MySQL', 'C', 'Bash']","['Dynamic Programming', 'x339', 'Backtracking', 'x76', 'Union Find', 'x49', 'Monotonic Stack', 'x39', 'Divide and Conquer', 'x38', 'Bitmask', 'x32', 'Trie', 'x31', 'Segment Tree', 'x24']","['Hash Table', 'x344', 'Math', 'x327', 'Greedy', 'x223', 'Depth-First Search', 'x193', 'Binary Search', 'x161', 'Breadth-First Search', 'x158', 'Tree', 'x143', 'Bit Manipulation', 'x127']","['Array', 'x1013', 'String', 'x473', 'Sorting', 'x233', 'Matrix', 'x148', 'Two Pointers', 'x127', 'Stack', 'x110', 'Simulation', 'x93', 'Linked List', 'x59']",
864,nakari1124,"['C++', 'Python3']","['Dynamic Programming', 'x165', 'Backtracking', 'x41', 'Union Find', 'x27', 'Divide and Conquer', 'x23', 'Trie', 'x20', 'Monotonic Stack', 'x18', 'Topological Sort', 'x13', 'Bitmask', 'x11']","['Hash Table', 'x188', 'Math', 'x148', 'Greedy', 'x115', 'Depth-First Search', 'x102', 'Tree', 'x82', 'Binary Search', 'x82', 'Breadth-First Search', 'x81', 'Binary Tree', 'x70']","['Array', 'x510', 'String', 'x242', 'Sorting', 'x122', 'Matrix', 'x78', 'Two Pointers', 'x73', 'Stack', 'x52', 'Simulation', 'x50', 'Linked List', 'x40']",
865,anil9717,['C++'],"['Dynamic Programming', 'x64', 'Union Find', 'x10', 'Divide and Conquer', 'x9', 'Backtracking', 'x8', 'Segment Tree', 'x7', 'Bitmask', 'x5', 'Binary Indexed Tree', 'x5', 'Trie', 'x4']","['Hash Table', 'x100', 'Math', 'x81', 'Greedy', 'x57', 'Binary Search', 'x47', 'Bit Manipulation', 'x31', 'Depth-First Search', 'x30', 'Tree', 'x27', 'Breadth-First Search', 'x26']","['Array', 'x252', 'String', 'x111', 'Sorting', 'x57', 'Simulation', 'x29', 'Two Pointers', 'x28', 'Matrix', 'x26', 'Stack', 'x15', 'Linked List', 'x12']",
